Financial Year,Quarter Ending,HSC Trust,Hospital,Programme of Care,Specialty,Total Available Beds,Average Available Beds,Total Occupied Beds,Average Occupied Beds,Total Inpatients,Total Day Case,Elective Inpatient,Non Elective Inpatient,Day Case,Regular Attenders
2009-2010,31-Dec-09,Southern,Daisy Hill,Acute Services,Gynaecology,681,1.9,272,0.7,163,107,59,104,107,0
2009-2010,31-Dec-09,Southern,Daisy Hill,Acute Services,Nephrology,327,0.9,327,0.9,40,"3,545",13,27,2,"3,543"
2009-2010,31-Dec-09,Southern,Daisy Hill,Acute Services,Oral Surgery,2,0,2,0,1,10,1,0,10,0
2009-2010,31-Dec-09,Southern,Daisy Hill,Acute Services,Paediatrics,"1,630",4.5,"1,244",3.4,431,50,6,425,50,0
2009-2010,31-Dec-09,Southern,Daisy Hill,Elderly Care,Geriatric Medicine,"3,018",8.3,"2,380",6.5,123,0,0,0,0,0
2009-2010,31-Dec-09,Southern,Daisy Hill,Maternity & Child Health,Obstetrics,"2,579",7.1,"1,416",3.9,617,0,0,0,0,0
2009-2010,31-Dec-09,Southern,Daisy Hill,Maternity & Child Health,Well Babies Paed,"2,480",6.8,975,2.7,501,0,0,0,0,0
2009-2010,31-Dec-09,Southern,Longstone,Learning Disability,Learning Disability,"7,285",20,"6,723",18.4,59,0,0,0,0,0
2009-2010,31-Dec-09,Southern,Lurgan,Acute Services,Rehabilitation,"1,578",4.3,"1,485",4.1,18,0,0,18,0,0
2009-2010,31-Dec-09,Southern,Lurgan,Elderly Care,Geriatric Medicine,"3,482",9.5,"3,218",8.8,153,0,0,0,0,0
2009-2010,31-Dec-09,Southern,Mullinure,Elderly Care,Geriatric Medicine,"2,161",5.9,"1,690",4.6,72,0,0,0,0,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Ear Nose Throat,0,0,0,0,0,35,0,0,35,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Gastroenterology,0,0,0,0,0,239,0,0,239,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,General Practice Other,0,0,0,0,0,88,0,0,88,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,General Surgery,0,0,0,0,3,551,3,0,551,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Gynaecology,0,0,0,0,0,57,0,0,57,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Ophthalmology,0,0,0,0,0,164,0,0,164,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Pain Management,0,0,0,0,0,55,0,0,55,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Rheumatology,0,0,0,0,0,68,0,0,68,0
2009-2010,31-Dec-09,Southern,South Tyrone,Acute Services,Urology,0,0,0,0,0,27,0,0,27,0
2009-2010,31-Dec-09,Southern,South Tyrone,Elderly Care,Geriatric Medicine,"3,072",8.4,"2,586",7.1,80,0,0,0,0,0
2009-2010,31-Dec-09,Southern,St Lukes,Mental Health,Mental Illness,"11,244",30.8,"8,375",22.9,167,0,0,0,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Anaesthetics,929,2.5,644,1.8,45,0,1,44,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Cardiology,"3,045",8.3,"2,539",7,555,126,21,534,126,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Clinical Oncology,0,0,0,0,0,474,0,0,98,376
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Dermatology,396,1.1,285,0.8,43,4,36,7,4,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Ear Nose Throat,856,2.3,718,2,391,83,295,96,83,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,General Medicine,"11,997",32.9,"10,764",29.5,"1,516","1,134",97,"1,419","1,134",0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,General Practice Other,0,0,0,0,1,197,1,0,197,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,General Surgery,"6,679",18.3,"6,035",16.5,"1,132",577,340,792,576,1
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Gynaecology,"1,306",3.6,892,2.4,356,162,227,129,162,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Haematology Clinical,598,1.6,598,1.6,61,392,7,54,263,129
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Nephrology,506,1.4,506,1.4,49,"2,354",7,42,5,"2,349"
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Neurology,129,0.4,129,0.4,1,0,0,1,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Ophthalmology,175,0.5,101,0.3,41,781,26,15,781,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Oral Surgery,340,0.9,184,0.5,234,555,186,48,555,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Paediatrics,"4,950",13.6,"2,309",6.3,935,37,36,899,37,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Pain Management,0,0,0,0,0,52,0,0,52,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Palliative Medicine,0,0,0,0,1,1,1,0,1,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Radiology,0,0,0,0,0,17,0,0,17,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Trauma & Orthopaedics Surgery,"4,306",11.8,"3,827",10.5,775,61,366,409,61,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Acute Services,Urology,672,1.8,662,1.8,223,397,163,60,397,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Elderly Care,Geriatric Medicine,"4,444",12.2,"4,296",11.8,226,0,0,0,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Maternity & Child Health,Obstetrics,"2,898",7.9,"2,125",5.8,803,0,0,0,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Maternity & Child Health,Well Babies Paed,"1,233",3.4,"1,233",3.4,664,0,0,0,0,0
2009-2010,31-Dec-09,Western,Altnagelvin Area,Mental Health,Mental Illness,0,0,0,0,0,45,0,0,0,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,Cardiology,"1,182",3.2,"1,013",2.8,157,6,2,155,6,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,General Medicine,"5,729",15.7,"4,839",13.3,"1,006",313,17,989,313,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,General Surgery,"3,880",10.6,"2,724",7.5,739,380,119,620,380,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,Gynaecology,692,1.9,392,1.1,183,158,76,107,158,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,Oral Surgery,1,0,1,0,1,51,1,0,51,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,Paediatrics,"1,946",5.3,"1,048",2.9,492,0,30,462,0,0
2009-2010,31-Dec-09,Western,Erne,Acute Services,Rehabilitation,749,2.1,371,1,25,0,0,25,0,0
2009-2010,31-Dec-09,Western,Erne,Elderly Care,Geriatric Medicine,"3,593",9.8,"2,548",7,209,0,0,0,0,0
2009-2010,31-Dec-09,Western,Erne,Maternity & Child Health,Obstetrics,"1,757",4.8,"1,231",3.4,467,0,0,0,0,0
2009-2010,31-Dec-09,Western,Erne,Maternity & Child Health,Well Babies Paed,642,1.8,642,1.8,315,0,0,0,0,0
2009-2010,31-Dec-09,Western,Gransha,Elderly Care,Old Age Psychiatry,"5,060",13.9,"4,128",11.3,35,0,0,0,0,0
2009-2010,31-Dec-09,Western,Gransha,Mental Health,Mental Illness,"4,968",13.6,"5,155",14.1,134,0,0,0,0,0
2009-2010,31-Dec-09,Western,Lakeview,Learning Disability,Learning Disability,"4,600",12.6,"4,237",11.6,50,0,0,0,0,0
2009-2010,31-Dec-09,Western,Tyrone and Fermanagh,Mental Health,Mental Illness,"9,182",25.2,"7,319",20.1,155,0,0,0,0,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Cardiology,368,1,79,0.2,421,10,12,409,10,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Ear Nose Throat,0,0,0,0,0,93,0,0,93,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,General Medicine,49,0.1,49,0.1,14,29,3,11,29,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,General Surgery,1,0,1,0,0,821,0,0,821,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Gynaecology,0,0,0,0,0,74,0,0,74,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Nephrology,0,0,0,0,9,"3,460",5,4,1,"3,459"
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Ophthalmology,0,0,0,0,0,90,0,0,90,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Oral Surgery,0,0,0,0,0,58,0,0,58,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Paediatrics,0,0,0,0,0,6,0,0,6,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Pain Management,0,0,0,0,0,68,0,0,68,0
2009-2010,31-Dec-09,Western,Tyrone County,Acute Services,Rehabilitation,"2,143",5.9,"1,930",5.3,134,1,19,115,1,0
2009-2010,31-Dec-09,Western,Tyrone County,Elderly Care,Geriatric Medicine,"1,487",4.1,"1,023",2.8,13,0,0,0,0,0
2009-2010,31-Dec-09,Western,Waterside,Elderly Care,Geriatric Medicine,"7,176",19.7,"5,287",14.5,78,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Beechcroft,Mental Health,Child & Adolescent Psychiatry,"1,080",3,"1,364",3.7,8,2,0,0,0,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Cardiology,"2,749",7.5,"1,966",5.4,754,265,306,448,264,1
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Clinical Oncology,43,0.1,43,0.1,28,0,1,27,0,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Dermatology,663,1.8,630,1.7,36,0,32,4,0,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Ear Nose Throat,"2,265",6.2,389,1.1,351,97,302,49,97,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Gastroenterology,113,0.3,113,0.3,44,608,39,5,608,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,General Medicine,"13,142",36,"12,195",33.4,"1,526",2,13,"1,513",0,2
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,General Surgery,"6,509",17.8,"5,573",15.3,972,198,437,535,198,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Gynaecology,"1,622",4.4,"1,518",4.2,293,144,279,14,144,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Haematology Clinical,"2,871",7.9,"2,763",7.6,141,36,58,83,36,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Medical Oncology,62,0.2,62,0.2,21,0,0,21,0,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Nephrology,"5,384",14.8,"4,214",11.5,206,"8,300",140,66,87,"8,213"
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Pain Management,361,1,0,0,1,204,1,0,204,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Plastic Surgery,26,0.1,26,0.1,20,1,20,0,1,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Radiology,0,0,0,0,3,8,3,0,8,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Thoracic Medicine,"1,879",5.1,"1,638",4.5,154,164,88,66,164,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Thoracic Surgery,66,0.2,66,0.2,10,0,10,0,0,0
2009-2010,31-Mar-10,Belfast,Belfast City,Acute Services,Urology,"3,016",8.3,"2,652",7.3,606,"1,247",460,146,"1,247",0
2009-2010,31-Mar-10,Belfast,Belfast City,Elderly Care,Geriatric Medicine,"6,417",17.6,"6,228",17.1,311,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Forster Green,Acute Services,Neurology,"2,045",5.6,"1,783",4.9,70,0,69,1,0,0
2009-2010,31-Mar-10,Belfast,Forster Green,Mental Health,Child & Adolescent Psychiatry,"1,350",3.7,"1,168",3.2,14,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Knockbracken,Elderly Care,Old Age Psychiatry,"7,560",20.7,"3,662",10,24,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Knockbracken,Mental Health,Forensic Psychiatry,"3,060",8.4,"2,952",8.1,2,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Knockbracken,Mental Health,Mental Illness,"14,784",40.5,"10,197",27.9,62,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Cardiology,"2,313",6.3,"2,116",5.8,356,25,6,350,25,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,General Medicine,"11,210",30.7,"10,800",29.6,"1,187",311,53,"1,134",311,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,General Surgery,"3,963",10.9,"3,644",10,689,211,294,395,211,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Gynaecology,476,1.3,359,1,199,87,147,52,87,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Ophthalmology,4,0,4,0,12,965,12,0,965,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Oral Surgery,0,0,0,0,0,106,0,0,106,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Pain Management,0,0,0,0,0,177,0,0,177,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Acute Services,Urology,389,1.1,264,0.7,98,161,93,5,161,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Elderly Care,Old Age Psychiatry,325,0.9,325,0.9,6,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Maternity & Child Health,Obstetrics,"2,043",5.6,839,2.3,382,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Maternity & Child Health,Well Babies Obs,549,1.5,549,1.5,303,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Mater Infirmorum,Mental Health,Mental Illness,"4,525",12.4,"4,230",11.6,85,19,0,0,0,0
2009-2010,31-Mar-10,Belfast,Muckamore Abbey,Learning Disability,Learning Disability,"21,960",60.2,"21,274",58.3,41,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Musgrave Park,Acute Services,Rehabilitation,"4,320",11.8,"3,582",9.8,55,619,48,7,619,0
2009-2010,31-Mar-10,Belfast,Musgrave Park,Acute Services,Rheumatology,"1,881",5.2,"1,228",3.4,145,"1,691",110,35,"1,691",0
2009-2010,31-Mar-10,Belfast,Musgrave Park,Acute Services,Trauma & Orthopaedics Surgery,"10,894",29.8,"7,326",20.1,"1,378",800,"1,315",63,800,0
2009-2010,31-Mar-10,Belfast,Musgrave Park,Elderly Care,Geriatric Medicine,"6,199",17,"5,676",15.6,142,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,Clinical Oncology,"4,862",13.3,"4,862",13.3,555,"1,043",414,141,"1,043",0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,General Medicine,51,0.1,51,0.1,1,0,0,1,0,0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,General Surgery,1,0,1,0,1,0,0,1,0,0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,Haematology Clinical,634,1.7,634,1.7,63,"1,264",3,60,"1,264",0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,Medical Oncology,"2,024",5.5,"1,385",3.8,231,"1,027",161,70,"1,027",0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,Palliative Medicine,0,0,0,0,0,1,0,0,1,0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Acute Services,Radiology,21,0.1,21,0.1,0,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,NI Cancer Centre,Elderly Care,Geriatric Medicine,1,0,1,0,1,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,RBHSC,Acute Services,Anaesthetics,731,2,582,1.6,14,0,2,12,0,0
2009-2010,31-Mar-10,Belfast,RBHSC,Acute Services,Paediatrics,"7,881",21.6,"6,767",18.5,"1,507","1,034",501,"1,006","1,034",0
2009-2010,31-Mar-10,Belfast,Royal Maternity,Acute Services,Paediatrics,"4,050",11.1,"2,481",6.8,72,0,0,72,0,0
2009-2010,31-Mar-10,Belfast,Royal Maternity,Maternity & Child Health,Obstetrics,"4,814",13.2,"4,481",12.3,"1,452",278,0,0,0,0
2009-2010,31-Mar-10,Belfast,Royal Maternity,Maternity & Child Health,Well Babies Paed,"2,728",7.5,"2,039",5.6,"1,040",0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Accident & Emergency,310,0.8,293,0.8,369,0,0,369,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Anaesthetics,"2,277",6.2,"2,028",5.6,51,0,6,45,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Cardiac Surgery,"3,754",10.3,"2,704",7.4,211,0,183,28,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Cardiology,"4,845",13.3,"3,908",10.7,706,519,358,348,519,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Dermatology,3,0,3,0,1,76,1,0,76,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Ear Nose Throat,"2,217",6.1,"1,941",5.3,646,263,530,116,263,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Endocrinology,911,2.5,854,2.3,129,47,61,68,47,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Gastroenterology,571,1.6,571,1.6,65,396,33,32,396,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,General Medicine,"11,945",32.7,"10,719",29.4,"1,427",801,88,"1,339",801,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,General Surgery,"7,569",20.7,"7,244",19.8,"1,094",434,465,629,434,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Genito-Urinary Medicine,55,0.2,55,0.2,7,0,2,5,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Gynaecology,"1,266",3.5,745,2,415,135,142,273,135,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Infectious Diseases,214,0.6,148,0.4,10,0,4,6,0,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Neurology,"2,665",7.3,"2,608",7.1,163,156,78,85,156,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Neurosurgery,"3,999",11,"3,895",10.7,348,41,159,189,41,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Ophthalmology,"1,157",3.2,905,2.5,383,"1,632",297,86,"1,632",0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Oral Surgery,266,0.7,74,0.2,49,11,45,4,11,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Plastic Surgery,779,2.1,779,2.1,60,56,40,20,56,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Radiology,0,0,0,0,0,29,0,0,29,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Rheumatology,0,0,0,0,0,450,0,0,450,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Thoracic Surgery,"1,210",3.3,"1,156",3.2,167,120,136,31,120,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Trauma & Orthopaedics Surgery,"10,585",29,"10,333",28.3,893,29,151,742,29,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Acute Services,Urology,0,0,0,0,0,58,0,0,58,0
2009-2010,31-Mar-10,Belfast,Royal Victoria,Elderly Care,Geriatric Medicine,"7,001",19.2,"5,998",16.4,495,0,0,0,0,0
2009-2010,31-Mar-10,Belfast,Windsor House,Mental Health,Mental Illness,"3,151",8.6,"2,878",7.9,75,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Accident & Emergency,"1,929",5.3,410,1.1,244,0,0,244,0,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Anaesthetics,731,2,662,1.8,27,0,0,27,0,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Cardiology,"3,007",8.2,"2,753",7.5,543,40,7,536,40,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Clinical Oncology,0,0,0,0,0,308,0,0,308,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Ear Nose Throat,697,1.9,626,1.7,405,98,293,112,98,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Gastroenterology,509,1.4,509,1.4,64,325,34,30,325,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,General Medicine,"13,723",37.6,"13,397",36.7,"1,611",61,34,"1,577",61,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,General Practice Other,3,0,3,0,0,104,0,0,104,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,General Surgery,"6,192",17,"5,697",15.6,929,305,252,677,305,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Gynaecology,"1,104",3,906,2.5,354,107,205,149,107,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Haematology Clinical,198,0.5,198,0.5,35,215,25,10,212,3
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Infectious Diseases,368,1,148,0.4,75,0,2,73,0,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Medical Oncology,0,0,0,0,0,225,0,0,225,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Nephrology,"2,571",7,"1,307",3.6,541,"3,912",513,28,0,"3,912"
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Oral Surgery,0,0,0,0,0,9,0,0,9,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Paediatrics,"2,947",8.1,"2,292",6.3,743,0,24,719,0,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Pain Management,0,0,0,0,0,67,0,0,67,0
2009-2010,31-Mar-10,Northern,Antrim,Acute Services,Rheumatology,127,0.3,91,0.2,15,89,12,3,89,0
2009-2010,31-Mar-10,Northern,Antrim,Elderly Care,Geriatric Medicine,32,0.1,21,0.1,1,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Antrim,Maternity & Child Health,Obstetrics,"4,041",11.1,"2,460",6.7,855,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Antrim,Maternity & Child Health,Well Babies Obs,"3,318",9.1,"1,313",3.6,620,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Braid Valley,Acute Services,General Medicine,90,0.2,90,0.2,2,0,0,2,0,0
2009-2010,31-Mar-10,Northern,Braid Valley,Acute Services,Palliative Medicine,279,0.8,258,0.7,14,0,0,14,0,0
2009-2010,31-Mar-10,Northern,Braid Valley,Elderly Care,Geriatric Medicine,"2,918",8,"2,640",7.2,102,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Cardiology,"1,132",3.1,"1,132",3.1,240,6,14,226,6,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Dermatology,37,0.1,21,0.1,4,48,2,2,48,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Ear Nose Throat,7,0,7,0,1,49,1,0,49,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Endocrinology,80,0.2,80,0.2,17,0,0,17,0,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,General Medicine,"8,603",23.6,"7,687",21.1,715,310,30,685,310,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,General Practice Other,0,0,0,0,0,159,0,0,159,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,General Surgery,"4,519",12.4,"3,409",9.3,690,561,216,474,561,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Gynaecology,556,1.5,482,1.3,180,129,94,86,129,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Haematology,0,0,0,0,0,16,0,0,16,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Paediatrics,799,2.2,373,1,356,0,23,333,0,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Pain Management,1,0,1,0,1,136,1,0,136,0
2009-2010,31-Mar-10,Northern,Causeway,Acute Services,Urology,757,2.1,757,2.1,225,463,152,73,463,0
2009-2010,31-Mar-10,Northern,Causeway,Elderly Care,Old Age Psychiatry,720,2,691,1.9,2,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Causeway,Maternity & Child Health,Obstetrics,"1,994",5.5,"1,289",3.5,484,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Causeway,Maternity & Child Health,Well Babies Obs,"1,440",3.9,867,2.4,368,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Causeway,Mental Health,Mental Illness,"2,160",5.9,"2,371",6.5,37,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Dalriada,Acute Services,General Practice Other,"2,880",7.9,"2,131",5.8,78,0,28,50,0,0
2009-2010,31-Mar-10,Northern,Holywell,Elderly Care,Old Age Psychiatry,"4,950",13.6,"4,955",13.6,23,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Holywell,Mental Health,Mental Illness,"13,680",37.5,"13,071",35.8,180,0,0,0,0,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Ear Nose Throat,0,0,0,0,19,77,18,1,77,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Gastroenterology,0,0,0,0,0,167,0,0,167,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,General Medicine,"7,499",20.5,"7,080",19.4,502,180,10,492,180,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,General Practice Other,0,0,0,0,0,63,0,0,63,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,General Surgery,1,0,1,0,24,556,24,0,556,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Gynaecology,0,0,0,0,3,119,3,0,119,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Haematology Clinical,0,0,0,0,1,6,1,0,6,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Neurology,0,0,0,0,0,1,0,0,1,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Paediatrics,0,0,0,0,0,1,0,0,1,0
2009-2010,31-Mar-10,Northern,Mid Ulster,Acute Services,Pain Management,0,0,0,0,2,0,2,0,0,0
2009-2010,31-Mar-10,Northern,Moyle,Acute Services,General Practice Other,"1,620",4.4,"1,437",3.9,33,0,1,32,0,0
2009-2010,31-Mar-10,Northern,Robinson Memorial,Acute Services,General Practice Other,"2,250",6.2,"1,955",5.4,36,0,3,33,0,0
2009-2010,31-Mar-10,Northern,Whiteabbey,Acute Services,Cardiology,864,2.4,861,2.4,180,9,2,178,9,0
2009-2010,31-Mar-10,Northern,Whiteabbey,Acute Services,Dermatology,102,0.3,41,0.1,4,23,1,3,23,0
2009-2010,31-Mar-10,Northern,Whiteabbey,Acute Services,Ear Nose Throat,0,0,0,0,0,49,0,0,49,0
2009-2010,31-Mar-10,Northern,Whiteabbey,Acute Services,Gastroenterology,114,0.3,114,0.3,15,525,6,9,525,0
